data_filename,num_context_layers,embedding_size,batch_size,mode,gpu,attempts,final_returncode,status,ckpt_path,log_path,best_val_loss,best_val_top10,best_val_top25,best_val_top50,best_test_loss,best_test_top10,best_test_top25,best_test_top50,best_triadic,best_epoch
gemma3-4b-bc-split-1_embeddings_last_5turns,2,256,8192,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=8192.log,7.549,0.496,0.732,0.909,7.663,0.491,0.735,0.913,0.753,19
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,4,256,4096,combined,6,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=4096.log,7.311,0.496,0.732,0.905,7.458,0.467,0.722,0.903,0.736,14
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,1,64,1024,combined,5,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=1024.log,6.011,0.496,0.731,0.906,6.384,0.417,0.669,0.87,0.733,7
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,1,128,1024,combined,6,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=1024.log,6.016,0.496,0.729,0.901,6.42,0.404,0.664,0.866,0.753,6
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,3,128,8192,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=8192.log,7.562,0.494,0.725,0.906,7.663,0.498,0.737,0.913,0.74,19
gemma3-4b-bc-split-1_embeddings_last_5turns,4,64,4096,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=4096.log,7.311,0.494,0.726,0.903,7.465,0.466,0.711,0.902,0.715,19
llama3.1-8b-bc_slash-best_embeddings_last_5turns,4,128,8192,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=8192.log,7.571,0.493,0.728,0.905,7.641,0.504,0.743,0.912,0.747,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,4,128,2048,combined,5,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=2048.log,6.612,0.493,0.72,0.899,6.96,0.439,0.686,0.878,0.764,20
gemma3-4b-bc-split-1_embeddings_last_5turns,1,256,1024,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=1024.log,6.009,0.493,0.73,0.903,6.408,0.406,0.662,0.866,0.743,5
llama3.1-8b-bc_slash-best_embeddings_last_5turns,3,64,8192,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=8192.log,7.55,0.492,0.731,0.905,7.667,0.497,0.734,0.91,0.726,20
gemma3-4b-bc-split-1_embeddings_last_5turns,2,128,8192,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=8192.log,7.574,0.492,0.734,0.906,7.676,0.488,0.734,0.911,0.747,18
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,2,64,4096,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=4096.log,7.332,0.492,0.728,0.904,7.487,0.464,0.715,0.899,0.74,15
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,1,256,2048,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=2048.log,6.536,0.492,0.726,0.902,6.859,0.439,0.692,0.886,0.747,5
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,2,128,2048,combined,6,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=2048.log,6.579,0.492,0.719,0.897,6.909,0.437,0.69,0.885,0.733,8
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,2,64,2048,combined,5,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=2048.log,6.559,0.492,0.721,0.9,6.877,0.434,0.691,0.888,0.74,9
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,1,128,8192,combined,5,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=8192.log,7.588,0.491,0.722,0.899,7.674,0.497,0.735,0.907,0.753,19
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,2,128,8192,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=8192.log,7.635,0.491,0.714,0.897,7.731,0.486,0.727,0.903,0.74,20
gemma3-4b-bc-split-1_embeddings_last_5turns,3,128,8192,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=8192.log,7.581,0.491,0.73,0.906,7.698,0.477,0.728,0.908,0.729,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,4,64,2048,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=2048.log,6.576,0.491,0.721,0.903,6.892,0.441,0.695,0.884,0.733,17
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,3,128,1024,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=1024.log,6.052,0.491,0.721,0.897,6.451,0.402,0.652,0.859,0.719,5
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,3,128,4096,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=4096.log,7.357,0.49,0.722,0.898,7.51,0.464,0.71,0.897,0.729,17
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,2,256,1024,combined,5,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=1024.log,6.039,0.49,0.72,0.897,6.418,0.402,0.656,0.858,0.733,4
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,3,256,1024,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=1024.log,6.042,0.49,0.719,0.898,6.454,0.394,0.648,0.86,0.743,5
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,3,256,4096,combined,5,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=4096.log,7.362,0.489,0.718,0.9,7.523,0.462,0.704,0.891,0.747,14
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,2,64,1024,combined,3,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=1024.log,6.099,0.489,0.721,0.898,6.49,0.408,0.655,0.866,0.76,11
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,1,256,8192,combined,6,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=8192.log,7.613,0.488,0.72,0.9,7.685,0.493,0.735,0.908,0.74,16
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,4,128,4096,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=4096.log,7.323,0.488,0.721,0.898,7.485,0.459,0.709,0.892,0.736,13
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,3,128,2048,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=2048.log,6.556,0.488,0.72,0.899,6.889,0.431,0.687,0.877,0.733,7
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,1,256,1024,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=1024.log,6.02,0.488,0.725,0.902,6.419,0.397,0.654,0.862,0.719,4
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,3,64,4096,combined,3,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=4096.log,7.331,0.487,0.727,0.901,7.48,0.468,0.716,0.898,0.733,18
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,2,128,4096,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=4096.log,7.385,0.487,0.719,0.896,7.533,0.463,0.705,0.892,0.729,13
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,3,256,2048,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=2048.log,6.584,0.487,0.718,0.894,6.917,0.432,0.685,0.88,0.747,9
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,2,256,2048,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=2048.log,6.564,0.487,0.715,0.893,6.885,0.431,0.68,0.879,0.743,6
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,4,64,1024,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=1024.log,6.13,0.487,0.715,0.898,6.523,0.412,0.656,0.866,0.743,19
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,3,64,1024,combined,6,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=1024.log,6.053,0.487,0.728,0.901,6.444,0.409,0.659,0.864,0.729,11
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,2,256,4096,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=4096.log,7.342,0.486,0.713,0.895,7.488,0.461,0.706,0.89,0.74,9
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,4,128,1024,combined,3,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=1024.log,6.069,0.486,0.719,0.899,6.459,0.404,0.659,0.862,0.74,9
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,4,256,4096,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=4096.log,7.368,0.485,0.715,0.894,7.517,0.461,0.703,0.892,0.747,17
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,2,128,1024,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=1024.log,6.043,0.485,0.717,0.898,6.45,0.39,0.645,0.854,0.747,3
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,2,256,8192,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=8192.log,7.643,0.483,0.719,0.899,7.714,0.494,0.728,0.905,0.736,20
gemma3-4b-bc-split-1_embeddings_last_5turns,1,256,8192,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=8192.log,7.611,0.482,0.724,0.901,7.7,0.479,0.726,0.906,0.74,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,4,64,4096,combined,6,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=4096.log,7.338,0.482,0.721,0.899,7.478,0.463,0.713,0.897,0.729,17
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,4,256,2048,combined,6,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=2048.log,6.575,0.482,0.717,0.892,6.894,0.427,0.681,0.875,0.743,8
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,1,64,1024,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=1024.log,6.05,0.482,0.713,0.895,6.448,0.391,0.644,0.849,0.733,4
gemma3-4b-bc-split-1_embeddings_last_5turns,1,64,8192,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=8192.log,7.589,0.481,0.723,0.902,7.688,0.485,0.733,0.91,0.74,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,2,64,8192,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=8192.log,7.618,0.481,0.721,0.894,7.724,0.485,0.724,0.902,0.736,20
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,2,64,8192,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=8192.log,7.613,0.481,0.717,0.896,7.718,0.478,0.726,0.905,0.736,19
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,4,256,1024,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=1024.log,6.055,0.481,0.721,0.898,6.455,0.398,0.647,0.858,0.729,5
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,3,256,8192,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=8192.log,7.629,0.48,0.709,0.897,7.73,0.478,0.723,0.906,0.733,20
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,3,64,8192,combined,3,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=8192.log,7.616,0.48,0.711,0.897,7.72,0.475,0.723,0.904,0.729,19
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,1,64,4096,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=4096.log,7.367,0.48,0.712,0.895,7.515,0.457,0.7,0.888,0.729,11
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,3,256,8192,combined,5,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=8192.log,7.61,0.479,0.72,0.899,7.707,0.479,0.723,0.905,0.743,20
gemma3-4b-bc-split-1_embeddings_last_5turns,1,128,8192,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=8192.log,7.615,0.479,0.717,0.896,7.723,0.469,0.714,0.9,0.733,19
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,4,64,8192,combined,6,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=8192.log,7.605,0.479,0.723,0.897,7.717,0.466,0.723,0.902,0.733,19
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,1,64,2048,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=2048.log,6.573,0.479,0.709,0.892,6.904,0.414,0.672,0.871,0.743,5
