data_filename,num_context_layers,embedding_size,batch_size,mode,gpu,attempts,final_returncode,status,ckpt_path,log_path,best_val_loss,best_val_top10,best_val_top25,best_val_top50,best_test_loss,best_test_top10,best_test_top25,best_test_top50,best_triadic,best_epoch
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,2,128,8192,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=8192.log,7.66,0.463,0.699,0.89,7.744,0.461,0.713,0.897,0.733,20
gemma3-4b-bc-split-1_embeddings_last_3turns,2,128,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=8192.log,7.666,0.462,0.695,0.89,7.738,0.462,0.715,0.901,0.757,19
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,4,64,4096,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=4096.log,7.411,0.462,0.704,0.889,7.566,0.436,0.69,0.88,0.736,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,4,64,2048,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=2048.log,6.64,0.462,0.704,0.891,6.968,0.408,0.664,0.867,0.743,14
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,64,1024,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=1024.log,6.091,0.462,0.7,0.887,6.443,0.376,0.638,0.853,0.757,5
gemma3-4b-bc-split-1_embeddings_last_3turns,3,128,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=8192.log,7.657,0.461,0.707,0.898,7.763,0.45,0.705,0.895,0.743,20
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,256,2048,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=2048.log,6.629,0.461,0.7,0.885,6.932,0.412,0.669,0.867,0.75,7
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,128,8192,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=8192.log,7.679,0.46,0.697,0.879,7.767,0.46,0.702,0.893,0.747,19
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,256,8192,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=8192.log,7.673,0.46,0.696,0.884,7.765,0.457,0.707,0.895,0.747,19
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,3,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=4096.log,7.447,0.46,0.698,0.884,7.598,0.438,0.683,0.876,0.736,16
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,3,64,4096,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=4096.log,7.433,0.46,0.697,0.889,7.586,0.434,0.684,0.881,0.736,20
gemma3-4b-bc-split-1_embeddings_last_3turns,1,256,2048,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=2048.log,6.64,0.459,0.696,0.886,6.924,0.406,0.667,0.872,0.74,13
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,256,1024,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=1024.log,6.118,0.459,0.696,0.886,6.481,0.381,0.635,0.847,0.753,5
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,4,64,1024,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=1024.log,6.186,0.459,0.694,0.886,6.558,0.378,0.636,0.849,0.747,19
llama3.1-8b-bc_slash-best_embeddings_last_3turns,3,256,8192,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=8192.log,7.662,0.458,0.702,0.889,7.733,0.461,0.716,0.9,0.743,19
llama3.1-8b-bc_slash-best_embeddings_last_3turns,3,64,8192,combined,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=8192.log,7.658,0.458,0.701,0.891,7.76,0.456,0.709,0.897,0.736,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,64,2048,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=64__bs=2048.log,6.677,0.458,0.701,0.884,7.004,0.407,0.66,0.865,0.733,15
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,3,64,1024,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=1024.log,6.169,0.458,0.697,0.884,6.53,0.38,0.631,0.848,0.726,12
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,64,4096,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=64__bs=4096.log,7.457,0.457,0.694,0.883,7.606,0.432,0.682,0.878,0.729,16
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,4,128,4096,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=4096.log,7.427,0.457,0.695,0.883,7.577,0.426,0.681,0.876,0.74,14
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,3,64,2048,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=2048.log,6.678,0.457,0.697,0.888,6.985,0.406,0.662,0.874,0.736,18
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,3,256,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=4096.log,7.458,0.456,0.685,0.882,7.605,0.427,0.673,0.872,0.757,16
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,4,128,1024,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=1024.log,6.121,0.456,0.694,0.887,6.533,0.377,0.627,0.843,0.74,6
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,64,1024,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=64__bs=1024.log,6.125,0.456,0.698,0.884,6.512,0.371,0.622,0.844,0.743,5
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,128,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=8192.log,7.686,0.455,0.688,0.879,7.76,0.458,0.712,0.9,0.757,18
gemma3-4b-bc-split-1_embeddings_last_3turns,1,64,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=8192.log,7.679,0.455,0.695,0.89,7.762,0.456,0.707,0.896,0.726,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,4,128,2048,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=2048.log,6.685,0.455,0.692,0.888,6.995,0.41,0.663,0.863,0.747,15
llama3.1-8b-bc_slash-best_embeddings_last_3turns,4,128,8192,combined,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=8192.log,7.676,0.454,0.703,0.881,7.743,0.463,0.713,0.892,0.736,20
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,256,1024,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=1024.log,6.14,0.454,0.692,0.881,6.488,0.376,0.631,0.845,0.736,7
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,3,128,1024,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=1024.log,6.18,0.453,0.695,0.882,6.545,0.381,0.631,0.843,0.726,9
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,64,1024,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=1024.log,6.148,0.453,0.685,0.877,6.515,0.364,0.61,0.829,0.729,4
llama3.1-8b-bc_slash-best_embeddings_last_3turns,4,64,8192,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=8192.log,7.678,0.452,0.69,0.88,7.773,0.448,0.701,0.888,0.733,20
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,3,256,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=8192.log,7.691,0.452,0.683,0.881,7.78,0.448,0.698,0.892,0.75,19
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,4,128,8192,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=8192.log,7.699,0.452,0.684,0.883,7.784,0.447,0.701,0.892,0.747,18
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,128,4096,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=4096.log,7.514,0.452,0.692,0.879,7.659,0.431,0.679,0.874,0.729,17
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,256,4096,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=4096.log,7.482,0.452,0.684,0.874,7.621,0.426,0.674,0.87,0.743,12
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,3,256,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=2048.log,6.68,0.452,0.687,0.879,6.998,0.4,0.655,0.858,0.747,9
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,256,1024,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=1024.log,6.14,0.452,0.686,0.885,6.496,0.371,0.626,0.838,0.733,4
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,3,128,2048,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=2048.log,6.681,0.451,0.685,0.876,6.986,0.402,0.658,0.863,0.726,10
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,256,2048,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=2048.log,6.655,0.451,0.695,0.879,6.964,0.395,0.652,0.856,0.736,5
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,128,1024,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=1024.log,6.145,0.451,0.69,0.885,6.509,0.376,0.624,0.841,0.74,5
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,2,64,8192,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=64__bs=8192.log,7.704,0.45,0.685,0.882,7.797,0.447,0.697,0.89,0.75,19
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,4,256,4096,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=4096.log,7.485,0.45,0.684,0.878,7.616,0.427,0.676,0.874,0.736,17
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,128,2048,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=2048.log,6.695,0.45,0.687,0.881,6.999,0.403,0.655,0.86,0.736,7
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,64,8192,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=64__bs=8192.log,7.721,0.449,0.688,0.877,7.812,0.444,0.694,0.886,0.743,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,3,256,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=1024.log,6.157,0.449,0.69,0.879,6.524,0.369,0.619,0.838,0.736,7
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,3,64,8192,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=8192.log,7.702,0.448,0.686,0.885,7.81,0.441,0.693,0.89,0.729,19
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,4,256,2048,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=2048.log,6.674,0.448,0.69,0.878,7.017,0.4,0.657,0.861,0.733,9
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,64,8192,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=8192.log,7.708,0.447,0.686,0.886,7.803,0.447,0.7,0.889,0.736,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,64,2048,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=2048.log,6.733,0.447,0.681,0.87,7.033,0.394,0.646,0.852,0.736,9
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,128,8192,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=8192.log,7.748,0.446,0.68,0.874,7.819,0.444,0.696,0.889,0.747,19
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,4,256,1024,combined,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=1024.log,6.158,0.446,0.686,0.884,6.525,0.367,0.618,0.836,0.743,6
llama3.1-8b-bc_slash-best_embeddings_last_3turns,4,256,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=8192.log,7.695,0.445,0.682,0.876,7.783,0.446,0.697,0.894,0.743,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,128,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=1024.log,6.164,0.444,0.683,0.873,6.534,0.361,0.611,0.828,0.736,4
gemma3-4b-bc-split-1_embeddings_last_3turns,3,256,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=8192.log,7.716,0.443,0.681,0.875,7.815,0.438,0.692,0.887,0.743,20
