dataset,file,label,dim_polarity,dim_surprisal,dim_energy,dim_PCA1,dim_PCA2,dim_PCA3,dim_UMAP1,dim_UMAP2,dim_pitch_length,dim_pitch_range,dim_pitch_mean
Fisher,fisher/fe_03_05208_0_564.wav,okay,3.462,2.761,3.468,0.035,-0.056,-0.745,-1.203,-1.828,39,2.133,83.302
Fisher,fisher/fe_03_04599_0_261.wav,yep,3.360,2.271,3.080,-0.002,0.001,0.097,8.049,3.868,46,0.936,92.211
Fisher,fisher/fe_03_02924_0_94.wav,sure,3.174,2.063,2.702,0.033,0.224,-0.364,9.990,-6.394,25,10.614,85.061
Fisher,fisher/fe_03_01194_0_594.wav,okay,3.366,2.561,2.895,-0.193,-0.199,-0.296,-0.575,-2.067,46,1.733,91.731
Fisher,fisher/fe_03_04565_1_598.wav,exactly,4.075,2.518,3.733,0.233,-0.052,0.255,12.203,13.265,108,10.883,83.515
Fisher,fisher/fe_03_00761_0_348.wav,yes,3.502,1.991,3.048,-0.018,0.222,-0.372,9.544,3.281,33,7.511,76.462
Fisher,fisher/fe_03_04879_1_438.wav,yeah,3.164,2.148,2.818,0.338,0.007,0.335,7.528,2.222,78,15.044,84.600
Fisher,fisher/fe_03_01880_0_257.wav,good,2.860,2.466,2.794,-0.079,0.359,-0.107,-1.567,5.066,56,22.994,86.428
Fisher,fisher/fe_03_04295_0_124.wav,mm,2.711,2.786,2.793,-0.038,0.072,-0.112,-1.454,5.638,95,8.065,80.717
Fisher,fisher/fe_03_02043_1_519.wav,oh,2.712,2.989,2.865,0.043,-0.254,-0.343,-4.199,7.298,46,2.002,85.963
Fisher,fisher/fe_03_04408_1_154.wav,yeah,3.236,2.751,3.241,0.228,0.057,-0.322,7.602,4.231,52,2.746,81.926
Fisher,fisher/fe_03_04363_1_283.wav,mm,2.820,3.041,2.935,-0.045,-0.191,-0.074,-2.082,5.214,73,7.481,90.461
Fisher,fisher/fe_03_01272_0_257.wav,good,3.837,3.407,3.704,0.054,-0.586,-0.279,0.046,-1.135,82,7.909,98.029
Fisher,fisher/fe_03_00160_0_107.wav,oh,3.509,4.064,3.904,-0.253,-0.735,-0.194,-3.710,6.248,128,10.350,97.686
Fisher,fisher/fe_03_05088_0_51.wav,uh-huh,2.606,2.390,2.610,0.049,0.252,-0.620,-2.877,2.466,40,1.838,82.473
Fisher,fisher/fe_03_03231_1_432.wav,wow,3.770,3.993,4.021,0.121,-0.548,-0.018,-0.805,14.430,80,5.937,87.393
Fisher,fisher/fe_03_01701_1_346.wav,exactly,4.046,2.432,3.750,0.034,0.322,0.150,11.957,12.828,61,3.235,79.909
Fisher,fisher/fe_03_02958_0_568.wav,uh-huh,2.642,2.052,2.469,-0.233,0.163,-0.301,-2.376,3.239,60,0.268,83.407
Fisher,fisher/fe_03_00715_1_108.wav,right,3.373,2.350,3.048,-0.163,0.323,0.091,6.324,9.487,57,4.408,78.062
Fisher,fisher/fe_03_00781_0_323.wav,oh,3.446,4.115,3.817,-0.067,-0.426,-0.270,-3.480,6.155,127,11.215,92.093
Fisher,fisher/fe_03_02550_0_545.wav,mhm,2.665,1.839,2.391,-0.347,-0.088,0.226,-0.690,4.640,122,12.385,89.214
Fisher,fisher/fe_03_03508_1_545.wav,exactly,3.588,1.966,3.056,0.132,0.455,-0.042,12.217,12.549,82,13.962,73.520
Fisher,fisher/fe_03_05805_0_234.wav,mm,2.625,2.517,2.865,-0.276,0.072,-0.072,-0.719,4.491,69,2.907,84.111
Fisher,fisher/fe_03_03966_0_94.wav,okay,3.273,2.911,3.186,0.109,-0.224,-0.493,-0.966,-2.045,46,4.127,84.894
Fisher,fisher/fe_03_05431_1_157.wav,yep,3.121,2.039,2.608,0.400,0.267,-0.047,7.400,3.859,37,1.690,79.881
Fisher,fisher/fe_03_03022_0_220.wav,wow,3.268,3.587,3.185,-0.111,-0.089,-0.092,-1.127,14.755,118,3.000,91.351
Fisher,fisher/fe_03_00475_0_209.wav,oh,3.065,3.479,3.431,0.013,-0.574,-0.214,-4.331,7.004,81,1.873,93.203
Fisher,fisher/fe_03_03928_0_77.wav,sure,3.412,2.122,2.937,-0.056,0.222,-0.256,9.991,-6.350,31,5.659,77.991
Fisher,fisher/fe_03_02656_1_429.wav,wow,3.353,3.448,3.334,0.061,0.015,-0.494,-1.029,13.894,64,4.510,77.176
Fisher,fisher/fe_03_05120_1_130.wav,really,3.230,3.683,3.495,0.178,0.039,-0.547,-7.304,14.360,59,4.542,83.157
Fisher,fisher/fe_03_04305_0_161.wav,good,3.673,2.793,3.618,0.228,-0.376,-0.428,-0.000,-1.158,58,7.885,94.570
Fisher,fisher/fe_03_04782_0_488.wav,sure,3.416,2.304,2.979,-0.133,0.060,-0.309,9.935,-6.476,55,4.674,82.257
Fisher,fisher/fe_03_04731_1_182.wav,really,3.299,3.751,3.624,0.216,-0.059,-0.650,-7.245,14.315,63,5.916,83.141
Fisher,fisher/fe_03_04196_1_28.wav,okay,3.120,2.734,3.227,0.182,-0.348,-0.312,-1.094,-2.437,72,26.580,84.707
Fisher,fisher/fe_03_03073_0_506.wav,oh,3.134,3.547,3.388,-0.101,-0.528,-0.407,-3.917,6.453,123,6.630,87.052
Fisher,fisher/fe_03_04770_0_502.wav,yep,2.909,2.095,2.654,0.325,0.207,-0.346,7.188,3.942,21,2.844,84.567
Fisher,fisher/fe_03_02607_0_555.wav,sure,3.104,1.973,2.526,0.073,0.190,-0.277,9.924,-5.848,36,0.000,81.997
Fisher,fisher/fe_03_04779_0_512.wav,absolutely,3.544,2.423,3.242,0.271,0.131,-0.331,13.562,11.673,82,14.233,77.879
Fisher,fisher/fe_03_03511_0_344.wav,yeah,3.071,1.900,2.593,0.561,0.269,-0.331,6.792,3.494,34,5.370,77.383
Fisher,fisher/fe_03_02358_1_275.wav,yeah,2.683,2.012,2.493,0.583,0.280,-0.059,7.098,2.965,59,1.593,78.218
Fisher,fisher/fe_03_02665_0_499.wav,exactly,3.235,1.808,2.762,-0.111,0.359,0.128,11.860,13.077,68,13.459,79.576
Fisher,fisher/fe_03_03275_0_344.wav,mhm,3.411,2.630,3.374,-0.433,-0.134,0.042,-0.906,3.980,98,14.282,89.032
Fisher,fisher/fe_03_00735_0_22.wav,sure,3.495,2.374,3.241,-0.103,-0.049,-0.026,10.379,-6.383,26,8.982,95.866
Fisher,fisher/fe_03_04274_0_233.wav,really,3.440,4.078,3.828,0.093,-0.274,-0.436,-7.466,14.661,77,10.565,83.925
Fisher,fisher/fe_03_04012_1_296.wav,okay,3.034,2.944,2.982,0.170,-0.351,-0.494,-1.117,-2.401,73,3.910,77.343
Fisher,fisher/fe_03_04287_0_455.wav,mhm,2.774,1.572,2.289,-0.276,0.375,-0.395,-0.800,4.281,50,0.960,81.204
Fisher,fisher/fe_03_02039_0_77.wav,exactly,4.192,2.602,4.076,-0.005,-0.077,0.556,12.347,14.010,110,5.398,88.838
Fisher,fisher/fe_03_03101_1_342.wav,really,2.914,3.418,3.072,0.023,-0.226,-0.256,-6.778,15.092,74,1.464,93.720
Fisher,fisher/fe_03_00619_1_235.wav,wow,3.690,3.849,3.586,-0.173,-0.138,-0.232,-1.128,14.640,110,3.345,90.781
Fisher,fisher/fe_03_00723_1_191.wav,sure,3.409,2.253,2.982,0.017,0.051,-0.294,10.079,-6.557,40,1.825,92.348
Fisher,fisher/fe_03_02039_0_90.wav,right,3.848,2.517,3.594,-0.280,0.224,0.428,6.351,9.479,92,5.590,88.926
Fisher,fisher/fe_03_01413_0_178.wav,sure,3.236,2.442,3.118,-0.227,-0.219,0.197,10.417,-6.482,78,4.745,89.477
Fisher,fisher/fe_03_00605_0_191.wav,mm,3.199,3.044,3.328,-0.236,-0.264,-0.208,-2.068,5.024,93,8.526,89.904
Fisher,fisher/fe_03_02267_1_327.wav,yeah,2.968,2.350,2.972,0.548,0.215,-0.345,7.212,3.462,36,2.771,80.500
Fisher,fisher/fe_03_04937_0_375.wav,yeah,3.134,1.877,2.623,0.272,0.115,0.234,7.030,2.350,91,5.408,82.419
Fisher,fisher/fe_03_00920_0_382.wav,oh,2.896,3.246,3.139,-0.082,-0.365,-0.344,-4.186,7.131,64,16.396,92.306
Fisher,fisher/fe_03_00019_1_412.wav,sure,3.111,1.861,2.567,-0.033,0.086,-0.081,10.299,-5.922,31,11.284,89.505
Fisher,fisher/fe_03_03991_1_179.wav,oh,3.226,3.945,3.582,-0.297,-0.625,-0.264,-3.707,6.405,111,5.129,94.753
Fisher,fisher/fe_03_01931_1_30.wav,uh-huh,3.145,2.507,3.085,-0.167,-0.135,-0.257,-2.089,2.513,52,10.717,91.600
Fisher,fisher/fe_03_00547_0_121.wav,mhm,2.853,2.289,2.836,-0.412,0.134,-0.106,-1.408,4.023,79,2.194,91.915
Fisher,fisher/fe_03_01293_1_470.wav,ah,2.502,2.747,2.509,-0.036,-0.425,-0.079,-0.592,3.379,88,9.098,75.876
Fisher,fisher/fe_03_03736_0_282.wav,absolutely,3.905,2.751,3.437,0.255,-0.362,0.169,13.304,11.083,134,2.194,92.011
Fisher,fisher/fe_03_01431_0_220.wav,yes,3.519,2.493,3.326,0.028,-0.348,0.393,9.092,2.421,84,16.799,88.772
Fisher,fisher/fe_03_01970_0_228.wav,mm,2.950,3.481,3.267,-0.194,0.019,-0.327,-1.870,5.571,68,12.327,88.109
Fisher,fisher/fe_03_03017_0_120.wav,sure,2.910,2.273,2.605,0.267,0.306,-0.501,6.656,4.110,45,23.771,81.789
Fisher,fisher/fe_03_05517_1_504.wav,right,2.898,1.775,2.311,0.098,0.688,-0.275,6.237,10.372,48,7.607,73.520
Fisher,fisher/fe_03_01928_0_593.wav,mm,2.696,2.370,2.791,-0.195,0.068,-0.128,-1.734,4.861,76,1.050,87.906
Fisher,fisher/fe_03_02853_0_236.wav,yes,3.636,2.837,3.497,0.388,-0.345,0.004,9.046,2.486,81,23.161,85.390
Fisher,fisher/fe_03_04296_1_136.wav,okay,3.262,2.744,3.223,-0.083,-0.311,-0.605,-0.852,-2.064,46,1.094,89.037
Fisher,fisher/fe_03_02178_0_129.wav,really,3.605,3.483,3.717,0.003,-0.257,-0.471,-6.801,15.348,73,27.061,86.245
Fisher,fisher/fe_03_04856_0_75.wav,mm,3.103,3.165,3.225,-0.028,-0.598,-0.079,-3.250,5.424,193,7.798,81.418
Fisher,fisher/fe_03_00824_1_142.wav,yes,3.022,2.083,2.635,0.235,0.086,0.062,7.843,2.484,59,2.589,94.219
Fisher,fisher/fe_03_00461_1_471.wav,cool,3.251,3.039,3.064,0.094,0.007,-0.746,-0.645,-0.858,40,6.724,81.141
Fisher,fisher/fe_03_02073_1_189.wav,okay,3.767,3.280,3.780,-0.192,-0.483,-0.361,-0.913,-2.341,70,6.412,94.304
Fisher,fisher/fe_03_05652_0_415.wav,yeah,2.781,2.141,2.561,0.297,0.276,-0.165,7.406,2.740,60,3.055,84.014
Fisher,fisher/fe_03_03713_0_592.wav,exactly,3.892,2.484,3.608,-0.249,-0.024,0.355,12.117,13.791,63,10.494,85.382
Fisher,fisher/fe_03_05164_0_416.wav,yep,3.098,2.155,2.695,0.228,0.342,-0.292,7.216,3.776,33,1.733,84.703
Fisher,fisher/fe_03_05093_1_206.wav,mhm,2.767,1.582,2.312,-0.274,0.314,-0.177,-1.179,4.272,77,5.826,78.268
Fisher,fisher/fe_03_05095_1_481.wav,mm,2.905,2.869,2.970,-0.335,0.005,-0.176,-1.997,5.329,64,6.630,94.304
Fisher,fisher/fe_03_01916_1_517.wav,sure,3.404,2.208,2.951,-0.004,0.118,-0.150,10.084,-5.866,57,26.167,88.237
Fisher,fisher/fe_03_05093_1_153.wav,mhm,2.916,1.751,2.419,-0.131,0.262,-0.268,-1.178,4.239,68,3.142,79.147
Fisher,fisher/fe_03_04836_0_199.wav,exactly,4.002,2.345,3.691,-0.063,0.211,0.374,11.945,12.933,46,1.000,78.224
Fisher,fisher/fe_03_01184_0_195.wav,yes,3.811,2.956,3.848,0.007,-0.345,-0.159,9.491,2.774,47,7.167,88.896
Fisher,fisher/fe_03_04881_1_590.wav,oh,2.906,3.499,3.167,0.117,-0.231,-0.551,-3.957,7.085,47,4.587,75.839
Fisher,fisher/fe_03_02059_0_423.wav,oh,3.737,4.250,4.051,-0.104,-0.445,-0.253,-3.208,6.629,95,34.938,89.695
Fisher,fisher/fe_03_03362_0_154.wav,right,3.062,2.109,2.563,-0.387,0.443,0.084,5.927,9.716,60,2.194,90.712
Fisher,fisher/fe_03_02232_0_192.wav,ah,3.551,3.606,3.676,-0.269,-0.416,-0.176,-3.402,5.963,93,28.121,91.211
Fisher,fisher/fe_03_05802_1_398.wav,uh-huh,2.586,2.219,2.570,-0.080,0.168,-0.383,-2.768,2.488,73,1.343,82.186
Fisher,fisher/fe_03_04469_1_297.wav,mhm,2.790,2.085,2.657,-0.155,0.061,-0.153,-0.262,4.664,66,1.367,80.784
Fisher,fisher/fe_03_04978_1_29.wav,really,3.227,3.723,3.476,0.092,-0.325,-0.309,-6.844,15.139,94,3.525,94.650
Fisher,fisher/fe_03_03610_1_517.wav,mm,3.188,3.647,3.736,-0.265,-0.499,-0.412,-2.562,5.826,84,10.176,88.784
Fisher,fisher/fe_03_05543_1_545.wav,really,3.022,3.745,3.403,0.173,-0.154,-0.201,-7.358,14.463,51,9.739,85.549
Fisher,fisher/fe_03_02503_0_355.wav,mhm,3.510,2.125,3.205,-0.547,0.082,-0.194,-1.814,4.157,58,7.428,93.152
Fisher,fisher/fe_03_00193_1_118.wav,really,3.412,3.867,3.827,-0.001,0.051,-0.406,-7.048,14.679,46,5.595,90.272
Fisher,fisher/fe_03_05681_0_516.wav,absolutely,4.207,2.831,3.852,0.002,0.056,-0.066,13.657,11.093,96,11.307,81.705
Fisher,fisher/fe_03_03427_0_314.wav,mhm,3.120,2.231,2.711,-0.395,0.091,-0.077,-1.531,3.738,49,6.229,92.420
Fisher,fisher/fe_03_02669_1_483.wav,really,3.730,4.345,4.267,0.042,-0.520,-0.355,-6.983,15.410,60,11.562,97.357
Fisher,fisher/fe_03_01118_0_47.wav,mm,3.385,3.657,3.827,-0.151,-0.183,-0.327,-1.858,5.156,69,23.962,88.596
Fisher,fisher/fe_03_03887_0_153.wav,uh-huh,3.063,2.420,2.993,-0.462,-0.090,-0.118,-1.629,3.335,70,15.764,87.985
Fisher,fisher/fe_03_00221_0_146.wav,oh,3.424,3.708,3.827,-0.187,-0.257,-0.418,-3.556,6.970,63,5.408,93.932
Fisher,fisher/fe_03_04924_1_247.wav,wow,4.161,4.722,4.496,-0.070,-0.639,-0.293,-0.574,14.653,170,12.450,98.175
Fisher,fisher/fe_03_05690_1_303.wav,absolutely,4.030,2.738,3.831,0.298,0.049,-0.319,13.601,11.573,85,2.123,81.602
Fisher,fisher/fe_03_05243_1_172.wav,mm,2.647,2.293,2.699,-0.099,0.239,-0.353,-1.231,5.516,61,3.406,80.682
Fisher,fisher/fe_03_03759_0_214.wav,wow,3.919,4.374,4.193,0.080,-0.502,-0.478,-0.803,14.463,55,5.129,94.625
Fisher,fisher/fe_03_00998_0_418.wav,yep,3.244,2.073,2.793,0.177,0.235,0.091,7.935,3.085,39,9.279,83.690
Fisher,fisher/fe_03_00697_0_456.wav,mm,2.959,3.387,3.295,-0.131,-0.649,0.144,-3.375,5.571,147,5.825,91.526
Fisher,fisher/fe_03_05143_0_289.wav,good,3.692,2.904,3.554,0.254,-0.246,-0.639,0.022,-1.111,36,15.735,91.789
Fisher,fisher/fe_03_03269_1_528.wav,yeah,3.617,2.943,3.586,0.384,-0.434,0.067,9.069,2.600,65,3.697,101.627
Fisher,fisher/fe_03_00134_1_325.wav,uh-huh,3.132,2.408,2.819,-0.281,-0.133,-0.292,-2.268,2.762,44,0.990,93.976
Fisher,fisher/fe_03_03791_1_382.wav,mm,2.731,2.713,2.884,-0.190,0.093,-0.208,-1.703,5.076,53,1.474,88.969
Fisher,fisher/fe_03_01288_0_508.wav,wow,2.939,2.945,2.690,0.049,0.188,-0.439,-1.215,13.641,56,12.936,76.665
Fisher,fisher/fe_03_05030_0_488.wav,yes,3.202,1.983,2.776,0.312,0.244,-0.293,9.057,3.347,32,6.514,76.115
Fisher,fisher/fe_03_03238_0_302.wav,oh,2.649,2.924,2.598,-0.227,-0.286,-0.157,-2.769,6.285,122,1.715,87.526
Fisher,fisher/fe_03_02054_1_295.wav,really,3.410,3.761,3.693,0.140,-0.396,-0.210,-7.000,15.186,102,0.462,92.767
Fisher,fisher/fe_03_02346_1_516.wav,mhm,2.832,2.052,2.428,-0.508,0.151,-0.210,-1.442,4.136,48,11.916,88.630
Fisher,fisher/fe_03_04223_0_54.wav,right,3.133,1.763,2.618,-0.339,0.665,-0.028,6.142,10.075,47,3.577,81.686
Fisher,fisher/fe_03_01450_1_115.wav,sure,3.099,2.041,2.467,-0.115,0.140,0.024,10.247,-6.451,59,22.391,75.380
Fisher,fisher/fe_03_01276_0_251.wav,yep,3.569,2.602,3.226,0.145,-0.202,0.191,8.145,3.628,92,2.602,91.511
Fisher,fisher/fe_03_00838_0_257.wav,oh,3.827,3.321,3.913,-0.235,-0.634,0.128,-3.726,5.527,106,27.986,90.204
Fisher,fisher/fe_03_00221_1_319.wav,mm,2.554,1.912,2.332,-0.056,0.469,-0.385,-1.092,5.301,42,2.583,76.903
Fisher,fisher/fe_03_00213_1_315.wav,ah,3.512,3.697,3.879,-0.078,-0.670,-0.121,-3.599,5.528,159,18.263,85.143
Fisher,fisher/fe_03_03299_0_483.wav,oh,3.669,3.956,4.119,-0.246,-0.817,-0.085,-3.801,5.749,203,19.494,83.129
Fisher,fisher/fe_03_02883_1_319.wav,right,3.555,2.516,3.200,-0.334,0.048,0.254,6.613,9.884,87,21.570,85.934
Fisher,fisher/fe_03_03080_0_150.wav,really,3.790,4.560,4.411,-0.101,-0.517,-0.202,-7.155,15.299,100,11.709,90.826
Fisher,fisher/fe_03_05138_0_546.wav,sure,3.043,1.716,2.407,0.144,0.210,-0.151,9.882,-6.077,47,1.050,78.889
Fisher,fisher/fe_03_01792_0_167.wav,exactly,3.917,2.149,3.617,-0.012,0.049,0.468,11.949,13.997,97,9.542,92.693
Fisher,fisher/fe_03_01465_1_478.wav,mm,2.640,2.363,2.726,-0.315,-0.198,0.057,-0.814,4.877,84,1.575,89.645
Fisher,fisher/fe_03_02778_0_277.wav,yep,3.204,1.947,2.816,0.105,0.142,0.330,8.034,3.790,53,1.609,91.240
Fisher,fisher/fe_03_01404_1_457.wav,really,3.917,4.719,4.513,0.108,-0.481,-0.350,-7.335,15.074,128,24.845,91.155
Fisher,fisher/fe_03_00633_1_509.wav,okay,3.025,3.145,3.157,0.005,-0.532,-0.108,-0.647,-2.277,45,13.595,92.513
Fisher,fisher/fe_03_00552_1_350.wav,oh,3.564,4.043,3.884,-0.167,-0.546,-0.531,-3.960,6.749,84,9.389,96.074
Fisher,fisher/fe_03_04256_0_146.wav,yes,3.701,2.561,3.506,0.172,-0.071,-0.229,8.980,2.815,29,28.623,88.249
Fisher,fisher/fe_03_02800_1_235.wav,uh-huh,3.057,3.245,3.449,0.091,-0.463,-0.360,-2.795,3.166,70,3.673,84.114
Fisher,fisher/fe_03_03465_1_49.wav,okay,2.960,2.182,2.516,-0.018,-0.114,-0.431,-1.302,-1.988,67,1.962,86.646
Fisher,fisher/fe_03_05612_1_328.wav,yep,3.349,2.174,3.096,0.283,0.304,-0.473,7.162,4.099,24,1.464,81.959
Fisher,fisher/fe_03_05775_0_35.wav,sure,4.112,3.282,3.793,-0.073,-0.279,0.028,10.493,-6.794,37,9.389,96.350
Fisher,fisher/fe_03_01574_0_266.wav,exactly,3.887,2.127,3.586,-0.019,0.418,0.215,11.912,12.912,79,3.909,79.328
Fisher,fisher/fe_03_02272_0_210.wav,really,3.160,3.635,3.482,0.032,-0.073,-0.298,-7.434,14.408,60,2.669,83.797
Fisher,fisher/fe_03_03031_0_596.wav,yeah,3.108,2.062,2.676,0.218,0.046,0.248,7.512,2.280,63,1.926,93.420
Fisher,fisher/fe_03_03587_1_254.wav,sure,3.173,2.026,2.759,0.160,0.075,-0.148,9.923,-5.702,59,3.550,83.794
Fisher,fisher/fe_03_04938_0_588.wav,uh-huh,2.722,1.954,2.438,-0.093,0.408,-0.519,-2.848,2.511,55,9.271,79.332
Fisher,fisher/fe_03_01919_1_494.wav,uh-huh,3.199,2.316,3.094,-0.355,0.103,-0.224,-1.845,3.628,43,2.252,92.368
Fisher,fisher/fe_03_02302_1_356.wav,mm,3.156,3.132,3.061,-0.315,-0.163,-0.357,-1.721,5.438,61,9.431,93.597
Fisher,fisher/fe_03_04354_0_116.wav,yeah,3.038,2.955,3.014,0.642,0.017,-0.066,7.187,3.005,70,5.929,79.442
Fisher,fisher/fe_03_05729_0_17.wav,absolutely,3.693,2.284,3.234,0.274,0.291,-0.270,13.593,11.677,87,4.297,80.382
Fisher,fisher/fe_03_03989_0_232.wav,yeah,3.050,2.056,2.779,0.303,0.251,0.030,8.056,2.723,32,1.890,86.004
Fisher,fisher/fe_03_02881_1_537.wav,mhm,3.314,2.673,3.309,-0.428,-0.153,-0.239,-1.881,4.293,88,9.000,96.840
Fisher,fisher/fe_03_04838_1_439.wav,right,3.801,2.860,3.707,-0.303,-0.001,0.353,6.361,9.407,88,12.957,88.014
Fisher,fisher/fe_03_01432_0_77.wav,yep,3.214,2.037,2.799,0.264,0.368,-0.359,7.141,3.907,30,2.138,85.479
Fisher,fisher/fe_03_00195_0_38.wav,cool,3.014,2.599,2.838,-0.105,0.084,-0.672,-0.612,-0.940,34,18.144,78.357
Fisher,fisher/fe_03_05262_1_49.wav,yes,2.856,1.803,2.508,0.393,0.142,-0.057,7.053,3.712,56,0.845,84.308
Fisher,fisher/fe_03_03511_0_546.wav,yeah,3.001,1.814,2.569,0.564,0.476,-0.397,6.793,3.431,37,2.292,76.900
Fisher,fisher/fe_03_01164_1_209.wav,oh,2.540,2.916,2.642,-0.201,-0.143,-0.312,-3.982,7.146,77,4.130,80.859
Fisher,fisher/fe_03_00862_0_214.wav,yeah,3.080,1.763,2.621,0.243,-0.043,0.253,8.582,2.464,71,8.436,88.450
Fisher,fisher/fe_03_00212_1_255.wav,sure,3.894,2.887,3.627,-0.040,-0.169,-0.070,10.310,-6.600,48,1.733,91.833
Fisher,fisher/fe_03_05780_1_501.wav,really,3.302,3.785,3.546,0.104,0.148,-0.472,-7.137,14.247,54,7.825,85.514
Fisher,fisher/fe_03_01742_0_483.wav,absolutely,4.298,2.872,4.085,0.109,-0.216,0.095,13.360,11.069,106,16.821,83.988
Fisher,fisher/fe_03_05279_1_404.wav,okay,3.245,2.809,3.093,0.130,-0.095,-0.498,-1.235,-2.225,102,14.353,75.554
Fisher,fisher/fe_03_03598_0_377.wav,exactly,4.355,2.707,4.234,-0.062,-0.012,0.379,12.313,14.029,106,8.844,88.873
Fisher,fisher/fe_03_02251_0_443.wav,yep,3.398,2.059,2.978,0.064,-0.030,-0.001,8.132,3.969,53,6.350,83.620
Fisher,fisher/fe_03_04313_0_430.wav,okay,3.575,2.835,3.458,0.088,-0.267,-0.536,-0.819,-2.242,59,3.174,91.534
Fisher,fisher/fe_03_02789_1_207.wav,mhm,2.721,1.790,2.335,-0.339,0.197,-0.156,-1.226,4.162,54,1.168,89.296
Fisher,fisher/fe_03_00272_1_324.wav,yes,3.497,2.380,3.193,0.083,-0.123,0.063,8.923,2.600,69,16.907,85.339
Fisher,fisher/fe_03_02754_0_159.wav,mhm,2.663,2.292,2.393,-0.162,-0.146,0.008,-0.685,3.462,80,1.464,93.753
Fisher,fisher/fe_03_01474_1_57.wav,uh-huh,3.085,2.648,3.121,-0.386,-0.337,-0.008,-2.077,2.905,100,8.038,87.290
Fisher,fisher/fe_03_01143_0_296.wav,right,2.978,2.246,2.437,-0.154,0.396,0.125,6.025,9.758,62,1.154,89.820
Fisher,fisher/fe_03_05818_0_289.wav,sure,3.569,2.423,3.074,0.014,0.170,-0.274,10.115,-6.126,27,9.870,83.383
Fisher,fisher/fe_03_02106_0_459.wav,really,3.740,4.103,4.103,0.118,-0.451,-0.493,-6.842,15.357,68,10.650,98.924
Fisher,fisher/fe_03_04791_0_477.wav,okay,3.256,2.640,3.154,0.136,-0.102,-0.581,-1.311,-1.957,45,2.274,84.425
Fisher,fisher/fe_03_05799_0_311.wav,wow,3.897,4.060,4.074,0.096,-0.325,-0.537,-0.719,14.027,80,4.486,79.551
Fisher,fisher/fe_03_04329_1_547.wav,good,3.494,2.928,3.278,0.264,-0.284,-0.370,-0.015,-1.191,84,18.487,81.878
Fisher,fisher/fe_03_05005_1_36.wav,yeah,2.663,1.840,2.115,0.301,0.353,-0.178,7.278,2.634,42,0.825,90.836
Fisher,fisher/fe_03_01442_0_531.wav,mm,3.080,3.145,3.081,-0.311,-0.183,-0.204,-1.915,4.628,71,6.787,96.188
Fisher,fisher/fe_03_05008_0_533.wav,sure,2.813,1.830,2.409,-0.089,0.172,-0.089,10.295,-6.310,38,0.784,85.444
Fisher,fisher/fe_03_00629_0_33.wav,wow,3.775,4.293,4.041,-0.018,-0.577,-0.304,-0.579,14.430,132,7.020,90.960
Fisher,fisher/fe_03_05428_1_306.wav,mm,2.566,2.387,2.485,-0.127,0.328,-0.431,-1.223,5.420,51,2.988,80.352
Fisher,fisher/fe_03_03655_1_117.wav,exactly,4.048,2.363,3.793,-0.113,0.070,0.503,11.978,14.069,86,4.301,90.710
Fisher,fisher/fe_03_05233_0_358.wav,mm,2.513,2.542,2.509,-0.079,0.169,-0.218,-1.262,5.594,60,4.567,85.116
Fisher,fisher/fe_03_02545_0_171.wav,mhm,2.803,2.076,2.733,-0.257,0.021,0.042,-0.846,4.782,99,2.538,91.008
Fisher,fisher/fe_03_05450_1_333.wav,uh-huh,2.678,2.156,2.540,-0.011,0.351,-0.627,-2.894,2.411,37,2.276,80.008
Fisher,fisher/fe_03_03894_0_334.wav,yeah,3.179,1.947,2.576,0.243,0.190,0.119,6.761,2.685,60,2.303,86.851
Fisher,fisher/fe_03_02124_1_299.wav,okay,3.022,1.834,2.501,-0.135,0.226,-0.271,-0.869,-1.512,28,1.464,93.632
Fisher,fisher/fe_03_04696_1_493.wav,sure,3.338,2.133,2.844,0.080,0.287,-0.315,9.914,-5.815,36,3.712,87.166
Fisher,fisher/fe_03_01281_1_197.wav,sure,3.500,2.574,3.214,0.039,0.033,-0.174,10.433,-6.260,37,5.007,94.208
Fisher,fisher/fe_03_00081_1_341.wav,exactly,4.100,2.482,3.839,-0.179,-0.001,0.585,12.105,13.798,100,1.142,89.465
Fisher,fisher/fe_03_00153_1_529.wav,yep,3.290,2.152,2.957,0.342,0.321,-0.310,7.039,4.099,30,3.903,84.009
Fisher,fisher/fe_03_03741_0_201.wav,right,3.407,2.625,3.226,-0.210,0.127,0.186,6.266,9.388,50,3.987,89.969
Fisher,fisher/fe_03_01174_1_575.wav,ah,3.267,3.629,3.575,0.261,-0.606,-0.273,-3.445,7.597,141,16.686,88.043
Fisher,fisher/fe_03_01043_1_89.wav,exactly,4.084,2.310,3.771,-0.159,0.133,0.455,12.059,13.691,94,22.285,80.655
Fisher,fisher/fe_03_02469_1_121.wav,uh-huh,3.351,2.942,3.314,-0.244,-0.142,-0.529,-2.631,2.622,62,6.444,83.179
Fisher,fisher/fe_03_00158_1_313.wav,yes,3.143,1.920,2.527,0.113,0.140,0.082,8.649,2.614,34,5.528,79.625
Fisher,fisher/fe_03_03240_1_228.wav,really,4.039,4.632,4.548,-0.045,-0.357,-0.404,-7.236,15.246,101,21.806,90.792
Fisher,fisher/fe_03_04519_1_389.wav,yes,3.365,2.020,3.076,0.126,0.041,-0.275,9.457,3.110,39,10.027,81.083
